mtime,AJ,AO,AV,BJ,BX,CE,CI,CM,DG,DR,DX,EW,EZ,FV,G,GM,GX,GZ,HN,I,JP,JV,KY,KZ,LU,MP,MR,N,NO,OZ,P,PX,RT,UY,VW
2021-11-03T13:45,3319135,3824939,3228022,4214814,2622377,2887089,3696349,3522127,4331378,5294838,2018797,3244617,4665311,2314335,2423416,4023632,4227278,3930105,3167216,4662603,3954272,2698975,3748463,3020755,3805771,2808348,3787057,3577396,2880855,4497032,4440798,4464826,3227219,3458991,3002299
2021-11-03T13:50,3880402,2873245,3808310,4433947,2707191,2783143,3254592,3293240,3321570,2339267,2535846,3116275,3605985,4056347,3772427,3409713,2947789,2730874,3925406,3590396,3570098,2154598,4463319,2113302,4520734,2763446,3368557,4013099,4313844,6465992,4808797,3688058,5073561,3890220,2104197
2021-11-03T13:55,5287570,3090170,3609041,4193384,4597653,2463212,4664801,3837224,3779675,3923714,3425353,3639937,3575075,4397594,2852925,4560049,2670656,2912701,3916202,5343684,2931066,1293958,4976387,5821488,3796777,3353737,3490746,5147734,4637799,5409163,5220038,3480386,3395713,2370506,4065520
2021-11-03T14:00,3796567,5120253,2252945,3007183,4078106,3327883,2540962,3498305,3262897,3501100,2368792,3566232,3089010,4184165,3469103,4331804,2367942,2263336,3440434,3024511,4346426,3452604,2711509,3803265,3930347,3306587,2937222,3464604,3322741,4082291,3946768,3147068,4496405,3340851,3752048
2021-11-03T14:05,4859831,3434356,3534733,2318618,3244417,3073409,2671893,3819463,3107119,3319032,2168465,3926998,3870008,3611265,3340893,4484974,4010214,2836746,3622090,3757561,3121361,3524154,3335447,2324177,3661980,2187732,3381229,3267180,3389343,3131971,3593727,3568657,4239237,2666200,5075889
2021-11-03T14:10,3163555,2754898,2890910,3832530,3758491,3926129,4137522,3901648,3705187,3111479,3761545,2565223,3300603,2753287,3863219,3570829,2160939,4192418,4606101,4248116,3555833,1859494,5186345,3412615,2820851,2953920,2849628,5109619,3328084,3995870,4802611,4085982,3639929,2934819,3874817
2021-11-03T14:15,2645629,3911228,4144197,3478001,3370094,3039898,3878214,3087534,3188469,3501364,3617475,3929499,2322597,2724604,4377486,4101150,3362561,4305877,3484842,3324206,4362408,2355438,4374807,2797884,4312133,2926261,3619640,3850094,5109598,4598753,5232398,4045884,4459546,3841723,3279785
2021-11-03T14:20,3082255,3728204,3587088,5327987,4052116,3922090,2792664,4304494,3791211,4701521,3161577,3834634,1269026,2899363,3891719,4615082,2792488,3296515,3821534,4541434,3765506,3390130,3984968,4020095,3790328,2676085,4444584,3394777,2617256,4705963,4697359,5001295,3806597,2776299,3074313
2021-11-03T14:25,4861122,3811320,3696417,4442170,2969330,4641030,4300434,2848131,3436622,5023521,3436580,2774493,3225791,4790183,4030585,3718274,3505206,2908161,4121995,3646922,1923694,2168387,4144578,3167620,1910133,2706728,4136607,3750721,2853264,4048549,3658214,3643147,3002026,4151097,2462948
2021-11-03T14:30,3220984,4103383,2495042,6064248,4075723,3673051,3277642,2413943,3412088,4237115,2539510,3973043,3641144,1902037,4271788,2948714,3403289,3918100,3386263,3367455,2550617,3560433,4690871,3245411,3335925,3643899,3367091,2750725,2380872,4241696,3092571,4175020,3879604,4612586,3017525
2021-11-03T14:35,3031784,4531612,2239215,3954061,3984065,4052754,3683429,2573459,2774962,3015638,2983229,3459082,2238707,4375824,3179643,2634332,3401300,4659771,4966207,2122608,4461848,1601934,3063823,2790947,3327228,3806821,5138053,3981397,4876623,4156169,5379729,4425192,4314263,4778485,4195790
2021-11-03T14:40,4152701,4336041,3744075,3395520,3559545,3417398,2651896,2810101,3015329,2475880,3899864,4528329,3647960,5136397,4096650,3397809,3225905,3297036,4097264,2992965,4597409,2821953,4145194,3207993,3921931,3451524,4419247,3160045,4384454,3873122,5060648,4136103,4085700,2848371,3818205
2021-11-03T14:45,3431919,3629840,2972121,5151481,4125139,4400422,3697353,3680680,4028094,3219432,3037948,2467633,2361852,2824016,5081141,2829462,2894697,3429429,4936486,3620069,5033090,2339630,4274791,2823958,3834573,2208204,3105146,5408283,5081316,3652197,3912003,3194353,4471793,3401470,4655118
2021-11-03T14:50,3313304,4244218,2846916,3670753,3296584,5180737,3302871,3614810,3218804,3663432,2890716,3113171,3891427,2945363,2849724,4049551,2976680,4610232,4127397,4664508,3625377,3493898,3389105,1871151,3110494,2287981,2782287,3046395,4164956,4102576,4597295,5831835,3920642,3091826,3545150
2021-11-03T14:55,4143577,4671913,3189424,4434360,4500836,4634670,2572750,3995725,3492400,2930857,3150706,3497989,4443699,2245672,3441098,4527208,3931296,1634407,4199653,4357088,3197140,2445150,4126279,2933815,4526501,2935697,3765753,3812463,3476726,4683466,5380287,4780810,3770811,3812425,4185277
2021-11-03T15:00,3850534,2889187,2671891,3707919,4261652,3887546,3803016,2756559,1967632,3410704,3320919,2793490,3016444,3333947,2396632,3243100,2764820,4321290,4444655,2227024,3344706,2431050,5297561,2915818,3017172,4076393,2406013,3218929,3012727,2391619,3768632,5013160,3076917,4006280,3876197
2021-11-03T15:05,3824652,4634699,3801186,4432444,3555985,2965286,3912189,2779033,3717822,3250151,3841854,3079519,3063903,2341053,4597800,3758096,3526117,3639045,2706927,3137640,2980330,1821412,4144588,2509152,4004041,3554795,3862418,3844214,4223170,5298848,4557648,3731698,3114622,3970691,4004124
2021-11-03T15:10,3549424,5398487,2534547,3806635,3003848,2337339,2856456,2740795,2901023,4860213,3176182,3190041,3793139,4165386,4534500,2504246,2708392,2420978,4043260,3649101,2284140,2323231,3237539,4260117,3714433,3776060,3758886,4116689,3580871,4035854,5627398,3560010,4520235,3362902,3953372
2021-11-03T15:15,2438657,3105592,3034770,2832287,3193881,3609730,3756927,3694152,4084993,2516270,2449747,3030546,2715037,2786423,3549381,3647755,3076641,4057977,4319577,4390746,3111358,2362593,4331327,4319233,3599655,2491653,4445738,4679898,3880654,3897037,4812721,3077119,4017278,3085959,2261188
2021-11-03T15:20,3493458,3369077,3468642,3806148,3698117,3159426,4192264,2402661,3333176,3787551,3354836,4445678,3828002,3220251,4065610,3156645,1835815,4722486,4149047,3352549,1989648,2586643,4181928,3493388,2914733,2750176,3488918,2871219,4484165,3122564,5271341,3190623,3162090,3324719,3673347
2021-11-03T15:25,4366684,3687024,3792546,4031139,3731099,3502688,2899803,4607641,2964096,2924798,3484663,3480918,3848998,4355872,3498816,3697205,3017102,3830975,5101304,3294888,3116586,2194819,4390602,2406045,3165216,2050559,4153398,3421123,3537670,2633084,4088100,4920903,4968671,4049411,3888531
2021-11-03T15:30,2026785,4077724,4249641,3717919,4868391,4009420,5086436,3379488,1949522,3195947,3438356,3859546,3175019,3823422,2891865,3560379,3270564,4250657,4692114,3224287,2618702,2619881,4389178,3268717,3979530,2342035,3767104,3151995,3075608,3800888,3992206,3380779,2970607,3271019,2876823
2021-11-03T15:35,4019277,2833740,2844321,4555693,3479688,4297975,3787204,2837832,3297074,3472940,3725878,2740928,3990634,3898301,3948264,3589388,2635052,4086306,3464674,2461981,3303243,3174871,4949841,4076755,3074039,3185337,3695021,3544255,4054330,3137042,4983012,4506570,4356046,3770364,3820634
2021-11-03T15:40,2720287,3126452,3451510,4450338,2641752,3173287,4021379,2659591,2872429,3996287,4261533,3743417,2843699,2096690,4428844,2608432,1847645,4151440,4018277,4827950,2743629,2545251,4075294,2105686,4331411,3984870,5214172,5522762,4563667,3160989,3285262,3987098,3964037,3203090,3540811
2021-11-03T15:45,2523785,3017757,4445967,4001828,3890165,4489197,4349878,2128101,3201894,3717463,1967372,2805326,3444397,3879580,4539252,4385053,2703149,3129497,4186936,3362267,3385605,2517309,4424413,4437369,4000241,3354058,3777750,5711098,3843098,4006881,5744977,3855326,4135112,3211643,4218978
2021-11-03T15:50,4579824,3079261,2814526,3162150,3422548,2296551,2886382,3837456,3851292,3292485,2984876,3247037,3999494,2907789,4103522,3481821,2446363,4306897,4453286,4408713,4417263,2572067,4304593,3528841,2969866,2272136,2742954,3991565,3867639,3558571,4146584,3687973,3479117,3674988,4640780
2021-11-03T15:55,1721338,4247773,2922085,3016959,2702939,3185125,4658784,3583742,4073737,2973657,2761505,3150350,3151392,4157546,3328982,3517368,3107533,4778543,4925797,4320139,3142073,4126527,4844910,4503021,4466031,3253730,3802116,5071166,2789206,3702152,2518603,5635399,3167692,4098582,4712789
2021-11-03T16:00,3651253,2909127,3267746,4371383,3700845,4570188,3103415,2756552,4177238,3662005,3289751,4234973,4552257,3479270,4074778,1878900,2063140,3314647,4210156,4133563,2949006,3059651,4611835,2898969,3595889,3356632,3372139,4399355,4580982,3933932,4080824,2531757,3413129,3228864,3591235
2021-11-03T16:05,3689144,3690695,3106152,4222358,3268040,3044923,3023626,2119179,3759476,4853358,3918785,3512158,4018131,3034315,4100204,4010450,4739119,2980358,2080593,2630434,4226462,2496010,5878088,3534304,3975929,3784291,3754476,3632591,3629835,4560380,3222151,3639278,3297572,4002903,4638808
2021-11-03T16:10,3870940,3834478,3261313,3192129,2992156,3226923,3655557,3336558,2681469,4580272,2431571,4101099,3249525,3499560,2743242,2612003,3740349,3702404,2435119,4117585,4397899,2995960,4295983,3262182,2975061,3395462,2086443,5468448,4975168,5278819,4607303,3764812,3528648,3942240,3576051
2021-11-03T16:15,2531906,3067712,2733080,3612298,4305659,3767096,2635753,2548111,2578749,3247226,3484969,3924276,4652823,3232895,3765869,3116929,3507368,3379669,4723685,3934793,4645971,1686084,4411453,3776539,3979798,3057138,3389557,3376221,3044321,2786463,5137211,4588913,4495917,2965938,2906570
2021-11-03T16:20,4295452,4114856,4043908,4092637,2046719,3122095,2909116,3300386,3041956,3904288,3094490,3760202,3712611,3273941,2932128,2422240,4208757,3854299,3382119,3411294,5321075,2946613,3648901,2831303,2616035,2268652,4697735,3904409,6641265,4262737,4911228,3795897,3450614,4091447,3035838
2021-11-03T16:25,2696205,3267416,3624885,3736815,4348428,2786597,4365414,3528951,3325533,2434168,3242210,3240660,5527932,3587724,4268076,4353331,3340351,4464944,4359093,4344755,3941206,2816482,4210260,2708476,3565387,2708085,4903927,2597868,3102787,4554812,4714494,3449109,4131981,2339426,4716624
2021-11-03T16:30,3603437,2931480,2589989,2330408,3845822,3978841,3587186,2879189,2796013,4057871,2230000,3942155,4251429,4298565,3685730,4361277,4579625,4387508,3377223,4041999,2341478,2304821,3299315,3398975,2931483,3893286,3430056,3237452,5432158,3724201,4143809,2212604,4237034,4155879,5574172
2021-11-03T16:35,3874653,3203578,2896814,5014738,3940897,4728406,4948948,3089392,2814361,3464863,1928432,2898405,4450597,3610485,2804383,1912323,3994113,4635931,4484486,3462138,3322363,1791483,3454105,6456567,3837041,4174164,3550006,3267525,2279392,5176348,5058654,4440401,4417034,3427684,4830973
2021-11-03T16:40,2759454,2074334,3191873,4648320,4482309,3694410,3899391,3288211,3709593,3130236,2639749,5581704,4078457,3679498,4353154,4140238,4245989,2400932,3881235,2249752,3320443,3078716,4755385,4573537,3268502,2669990,2892773,3779352,2670180,3509077,4717568,5673413,4678120,3250294,3565932
2021-11-03T16:45,3405917,2010082,2170608,4500526,3846337,3184843,3758588,3714517,3497470,2659842,3211856,3127344,2368028,2579524,3560961,2991680,3061078,4597781,3227756,3977834,5344329,2612669,3380070,3431108,4107646,3984553,4104077,2933591,5057121,4687608,4635480,4688966,3477361,3967619,2929937
2021-11-03T16:50,3371122,4810613,3832386,3837628,3841588,3385444,3795147,2911516,4287903,4071083,4225295,3187065,3072801,3119807,4016284,3022185,3340253,3851173,5352512,4018538,4440787,2664351,3349335,3334546,3593935,3332961,3187471,3031141,4422617,3391784,3283358,3947272,2872225,3182461,4184695
2021-11-03T16:55,3548308,3139209,3434995,3423954,4533320,3161323,4773106,3776114,2374650,4619985,4549011,3944722,4337884,3291272,4637822,3166320,3309449,3113037,3833871,4709623,3798625,1937880,3813105,2905607,3556863,3076089,2883035,3279363,4073303,3705602,4511150,4252555,3550528,4273740,2382229
2021-11-03T17:00,4435728,3935344,2591837,3222883,4086563,5575142,4521697,2448337,2863900,3016286,2301152,3986986,5094673,2955547,3816970,2911161,2366615,3275546,4450248,3585208,3282685,3364885,3518195,2809378,3970768,3372984,4838841,4060937,2625154,3180749,4918271,5221852,3850420,2541540,3179655
2021-11-03T17:05,3502803,2574664,3482664,2979114,3349722,3598758,3091146,3014718,2817680,3717896,3906674,4339416,3743951,4052431,4129116,3857315,2169700,3714813,2749438,4604667,3807299,2572216,4454154,2804256,4076487,1796341,3456174,3025804,4080964,4095194,3964062,3702745,4276130,3099085,3801292
2021-11-03T17:10,3270256,3939767,4321230,4442704,2579381,2753592,4071558,4186668,2271040,2781086,3009630,3386676,3624368,4520302,3840516,2587314,4302121,3490717,3310870,3689335,3841091,2856671,3490665,2629109,5106265,3248399,2957721,2725723,5180805,4415961,3819131,3834939,3132748,2945690,4130838
2021-11-03T17:15,2688730,3469552,3518381,2830054,3974100,3015175,3047902,2553814,3865499,3794612,2570569,2663291,3134368,3198644,3653188,3235029,3444049,2771484,2958630,5289112,3420435,3215736,4292783,3930039,3833366,3158472,2153287,3794982,3061829,4854562,5064357,4850769,3827850,4474547,4476152
2021-11-03T17:20,3470672,3123453,3673483,4059716,3861304,3873059,3954613,3489287,3480771,2761727,2272387,3332274,2928555,2730270,3355611,5221526,3898827,2858917,4063742,3608092,3704115,2829861,4928638,2313086,2944402,2270605,3685793,3284623,4110501,3940524,4998747,3457638,3323813,3960847,4376394
2021-11-03T17:25,4096463,4638378,2856295,3289696,3427392,2799879,4226408,3829982,2804816,3008828,2607793,2644444,3464332,3065352,3913388,3516169,4682783,4785217,3234860,4330779,3740310,1659946,4932362,3124295,5081268,3176691,4361608,3153617,4635751,3076885,3976791,3734388,4464336,2610771,4025015
2021-11-03T17:30,2248325,4632803,4126893,4238653,4639972,3446362,4676684,3950386,4180415,4141437,1966980,3036380,3673884,3654820,4425404,3509153,3193498,3695487,3517810,3515117,2493551,3327109,4255491,3436853,4720566,2492545,3781678,4051449,3961592,2198846,3865768,4341448,3066398,4147152,3043363
2021-11-03T17:35,3205033,3849252,2581292,6287077,5023004,3970779,2109876,2685416,3577249,4503883,2936057,4441749,4744821,3169047,3072596,2178542,3192731,3160805,1772730,3496904,3579210,5406403,4012552,4030979,3996615,2452427,3620679,4318650,4097587,4050627,4743292,4184571,5121371,3824806,3851408
2021-11-03T17:40,2636781,4019394,4760248,1816188,5790795,3964199,4162385,3130156,3668693,4522680,2734979,3421607,3455083,1710964,3311032,3270863,3927395,3312416,3832185,5623286,2127419,3296515,3652003,3780823,3670631,4203848,3594605,3442673,4201749,2744271,4620714,5236362,3362239,4187596,3264812
2021-11-03T17:45,3593928,3576218,3440175,4101882,4209900,4271810,3955959,3424413,3019801,3999174,1804827,3062980,4124631,2960547,3618074,3640930,2377455,4050776,3344908,2845603,4077577,3593154,4720571,2275210,3398135,3184638,2137417,4367817,4179388,3834709,4060738,3755151,3246459,3000816,4375269
2021-11-03T17:50,3717536,4053550,2440900,3397525,3843170,2887708,4441385,3689893,3233639,3043685,2734650,3943714,3210856,3168744,3514003,2385520,3032197,4252833,3524583,4791209,2944955,2077352,4047588,4779798,2708251,3208198,3748175,2340649,4220985,5818389,3632917,3622337,4546815,3388639,2728906
2021-11-03T17:55,5038429,2816229,1994837,4134171,4433479,3617257,4099307,2805382,2824205,2675991,3702860,3345191,4485770,3574456,2728611,3059369,2530086,2491655,4796200,3459530,3429246,2509056,3553971,5246650,4137732,2998047,3159852,5363751,4059866,3954740,6366163,4954592,4720259,3823511,4031567
2021-11-03T18:00,3560612,2093558,2695561,3851803,4251096,3537746,2394702,3789795,4373778,4136977,2465973,4025521,3446907,3368001,3645236,3262851,3311789,3349106,4910007,3711013,3983121,2070148,4496048,4520451,2144432,1951417,2378370,5214965,3783852,3201540,4789605,4439091,3652625,4351235,2767010
2021-11-03T18:05,3602092,3756959,3906795,5041216,3537437,3569219,3948894,2821596,1918921,5008997,2819836,3983894,3287557,2221611,2906066,2169596,3727171,3988108,3912293,3118401,4140774,3578070,3249637,4841898,4312485,3678893,4256334,5138308,3676562,3748115,4823999,3686195,4156847,3208821,3500430
2021-11-03T18:10,3521322,4351070,3903289,3292830,4674412,4362986,3019474,2858331,2318408,2478761,2210448,4237456,2820192,2800481,3941758,3723571,3343865,3916296,4073494,2412261,3905454,2321952,4695894,3719852,3684657,3397916,4883891,4073010,4042940,3887128,3009502,2758098,4355904,3395711,4828713
2021-11-03T18:15,3422031,3780299,2425757,3556867,5024212,5606180,3455629,4155048,3147085,3702625,4416997,4553692,5071632,3945155,4246317,2860162,3565247,4803957,3177170,3307995,2663830,2698158,4959731,4020379,3937117,3609596,3649821,2800733,3938693,3950605,4231751,4654115,3371894,3713255,3020993
2021-11-03T18:20,3670386,5856253,2902126,2527510,3026546,4707544,4649644,3795206,3471394,4348782,3989213,2698485,3287971,2432614,4534129,4072761,3016646,4124525,3666079,3995156,3292904,2879830,4947770,3231772,4294217,2450608,3168434,4116459,4346266,3487396,3899937,4157010,3371898,3399129,3409508
2021-11-03T18:25,4070698,2584729,3430825,4895129,4508128,4984456,3850912,2937140,2518603,3335644,2514813,3480624,3810861,3683042,4238171,3639081,3683750,4231121,5095666,3794998,3680641,1978705,4052028,3510910,4149855,2862607,5030505,4393428,4071810,2746594,3620550,4084479,4487027,2989511,3869626
2021-11-03T18:30,3992831,4257902,3245260,4906528,3478085,3933597,3512300,2812990,3251049,3223663,2342510,3585006,5083726,3018877,3573965,3503551,3333512,2941568,3442071,3519831,2805774,2944435,3506318,3789845,3532557,3202353,4323590,3678955,4138765,4378151,2937964,3931657,4788971,3041617,4222714
2021-11-03T18:35,2687836,2262567,3955226,3863624,3948200,3888767,4182117,3397458,3362704,5000049,2731865,2232324,3597935,3723875,4765972,3782597,2994603,2650250,4420774,3946899,2601707,2256793,3797661,3389637,2936330,3490239,3651790,4175204,4691880,2799235,4401171,4420472,4262594,3508056,4259383
2021-11-03T18:40,2344099,4287096,3629341,3416476,4325511,2000218,3658295,4252237,2600040,3526288,3077146,2977669,3162698,2539160,3335043,3328470,4819350,3462595,4322376,4397951,2461054,3156386,3575177,3840226,3281618,2911033,3948506,5070576,3079584,4076259,5521327,2643680,4111346,3005536,3811082
2021-11-03T18:45,2710860,3314980,3263453,3906772,3678462,3455588,2943656,4738390,4044276,3261768,2406100,2669668,4529784,2567079,3849214,3122470,4226086,3736052,4179583,5228114,3902542,2448971,4728763,2564679,2778326,2965289,2706631,3750590,4235653,4103487,4685262,4207346,2733872,3711281,2372058
