mtime,AU,BD,BN,BQ,CP,CZ,DP,DZ,EM,EO,EP,ES,FM,FN,FZ,GM,GN,GO,GR,HI,HY,IZ,LU,N,NO,NZ,QT,QY,R,RU,RY,SY,UW,X,XY
2021-11-06T11:10,3375325,3474305,4400238,3394648,4253249,2962044,4241531,2740504,3741698,3770946,4053768,4199556,4427224,2774514,3214155,3718926,3760832,5219217,4600055,3920775,4017474,3537364,3845182,4282390,3796609,5280978,3725915,3663615,2731133,3845244,2708180,5252412,3650460,3203346,2593310
2021-11-06T11:15,2874930,3295117,3830679,3264166,3564193,3480133,3711628,3879465,3331932,3027386,2768329,2858897,4751730,2659731,4278007,4242115,3367150,4346041,4270267,3272074,3560598,2618666,2599377,3798910,3118325,3842104,4299710,3519783,4892753,4161085,2778284,3455319,2537632,4140118,3336696
2021-11-06T11:20,3727088,3336190,3677261,3438168,2585732,2978542,3594802,3068382,3733004,5078716,2968335,3994427,4258882,2686060,2371467,3727664,4348619,4486347,3491169,2765076,3290727,3307719,2918039,4813982,3217774,3250021,4390799,3538451,3876679,4389564,3036656,3981169,1895662,3788357,2934571
2021-11-06T11:25,3495295,3800379,4332401,4446930,4471776,2942234,2991877,2582917,4152973,5172681,3440050,3774858,3853507,5390969,4197065,3626463,4848458,4231415,3198697,2903617,5518848,3304997,3302494,2836083,2625343,5119437,2787677,2774890,3613803,4509046,4751974,2028977,2274958,3950713,3742673
2021-11-06T11:30,3424932,3363296,2835495,3049726,3214218,3810176,3824553,3963738,2578566,4756068,4110361,4001488,3611986,2871079,4013603,5520869,3227411,4164943,3099270,2683623,4267146,3509787,5038228,4046284,2154464,3797022,3228299,2319487,3739239,4931503,3452435,3338531,3376679,2779288,2693530
2021-11-06T11:35,4797570,3546181,4170485,3048559,3713411,3489815,2546824,2806713,3593144,2183959,2927197,4269607,2739515,5386204,4675268,4090098,3705029,3989934,4909723,4956308,3153470,4597474,3073528,3766122,2425686,3920367,4059374,3386165,4426027,4607887,4066717,4469866,2224529,2364897,4386257
2021-11-06T11:40,4473328,3637700,3919576,3183435,3903262,2125759,2556425,4328509,3461863,3380147,3185564,4310672,3364412,4734679,3263734,4589572,4385372,2762486,5718263,3191810,2657512,4054924,3553391,4782575,3264598,4135131,4984400,3295650,2891368,3316207,3956655,4090957,3499277,4371235,2306139
2021-11-06T11:45,3946782,5002335,2959076,2470952,3775892,4527045,1974106,3496220,3995494,3722200,4337622,4220424,3489874,1903188,3446229,5121665,4968902,2984018,4698286,3722945,2190479,4391538,3966815,3754863,2771262,4586239,4266677,3901399,4294594,3277806,3740212,3771369,2531030,2935867,3998370
2021-11-06T11:50,3983982,4745804,3719609,3979493,3403806,5469011,3199836,2723864,3641757,3966646,3304566,4427237,5465340,3218421,4758238,4939447,3927772,3167486,4756083,2704485,3423546,1881255,3087429,4049362,2799869,4200458,3494225,3975195,2828099,4193098,4972247,3937125,2273235,3567081,2843418
2021-11-06T11:55,3438002,3605784,3924291,3011161,2994378,2675359,5119161,2588208,5058844,2617802,2328356,3370818,3195049,2335602,2878430,4957014,4562517,3031065,3276175,3431072,2379467,3161115,2722333,5094511,2965310,3406131,4221506,2440559,4803564,3788178,3747866,4316060,2917430,2412399,2669186
2021-11-06T12:00,3037742,4300802,3211279,2555959,4099878,3467816,3346840,4226208,4142685,3576673,3649340,3915638,4470223,3803759,2940598,4685457,3783400,4422931,4325626,4145000,3063524,3997226,2924377,5083769,3354931,3701141,3744949,3246452,3484194,3281200,4595485,2584200,3553722,2916399,3629422
2021-11-06T12:05,4004076,3633833,3861190,2713521,4960409,3131943,2426394,3985926,3079191,4460037,4866719,2082996,2617251,2827603,4095548,5170364,2921921,3575303,3265508,3423322,3545084,3645394,4487552,3812293,3308045,3344258,4018856,4682938,3948659,3821029,3206624,4899487,2475872,3764205,4596269
2021-11-06T12:10,4147242,3831387,3391254,3404740,3847322,4266689,3085846,3756441,4211164,3598266,3566747,2826891,3375058,4046482,2583132,2310513,2307088,4771981,4298573,2946025,4595802,2833041,2945694,4094318,3965952,5216426,3392352,2469287,3496132,4724627,5418897,3668816,2934989,3469466,3852214
2021-11-06T12:15,4650331,4588417,3071025,3709858,2947051,2205152,4259321,2547476,4433897,3807926,3551147,3575083,3402528,4067793,3908107,5142503,4344120,3168820,2984744,3376795,3100227,4145629,3589610,2120561,3394241,4150625,3081942,1905948,4272807,3640172,3840768,4196862,2147347,3224147,3166930
2021-11-06T12:20,2602810,3585935,3588190,2196260,3914436,2557714,4750511,3997099,3459709,5090647,3343670,4069670,3466760,4084333,3272577,2953428,3720375,2354824,3807056,4260392,3626085,4685011,3298621,4206550,2950376,5096096,2663372,3924461,3736973,3193352,3411999,3948918,4532271,3727777,2862375
2021-11-06T12:25,2224464,3535312,4890105,3147152,2786806,2685933,4362209,3471165,3885574,2682728,3424065,3846195,4653090,3926198,3009865,2886379,4478710,3189589,4571369,4049708,3629504,3556881,4379714,3226741,4144397,3405216,3725727,3648821,2760824,5281240,3423554,2171409,3691647,2726051,3391377
2021-11-06T12:30,4045234,3969781,3038650,3983375,4707129,3657516,2129976,3628182,3633102,5053690,2636533,3030537,4461349,3362335,3700257,3522561,2386938,4829099,3561635,2922392,3213123,4152703,4528134,1900680,3842618,4046365,3822562,3403870,3050855,3976019,2620397,4621327,2944991,3692155,3608668
2021-11-06T12:35,3495209,4413948,3873787,2130144,4040080,2651008,2489176,3313149,3127578,3172694,3094204,2353328,2945148,3987026,2665590,3035346,3463852,4049036,4561414,2786152,4130181,3403898,3104801,4947178,1833748,3024429,4524824,3678466,2631743,5232892,4083293,3137394,3719085,4094798,3701290
2021-11-06T12:40,3455698,4502433,2924516,3089592,3220425,2932987,3849339,3019729,5711248,3590003,3086200,3904834,2801064,4347922,4167295,3409596,3474147,3962512,4203611,2864449,5853379,3886804,2441057,4041124,2448274,3944522,3763625,3722270,4162112,4718449,3900921,4262147,3732721,4469876,2900522
2021-11-06T12:45,3058843,4701479,4714853,2843589,4677462,3501720,2892063,2145832,2357585,4610597,4535428,3166694,3618793,3328491,3983245,6100311,3605331,5592660,4633683,3155948,3919390,2960355,2654619,4301712,2796554,3563505,2910992,3934764,4143730,2960348,3087827,4006817,2822292,2743425,3813017
2021-11-06T12:50,3384549,4644714,5492673,3316739,3221422,2635926,3935277,3312929,3312606,4497279,3734194,4028537,3706024,2765052,4192723,4999408,2842879,4530126,4331329,5553891,3697245,3759528,3549821,5294641,4003599,4207630,2203229,4160441,3897151,3963827,4367576,3279482,1785695,3760372,3124924
2021-11-06T12:55,4387453,3473284,2114998,3913767,4226468,3067229,3533902,3233173,4438832,3779215,2774139,4372780,3710066,2807454,4861867,4667186,4102029,4710289,5074639,3882969,3907519,4223673,2554465,4378289,2936270,4045096,3234162,3567743,3171305,4114300,3672335,4216306,4246008,2514519,3727777
2021-11-06T13:00,4780200,3889133,3419697,4284835,3675444,4120384,4181892,3621140,2789961,3188052,2615715,2776339,4819531,2946113,3521089,2843811,4788940,5050578,2567442,4473703,3726218,3957248,4022626,3668322,2909839,2857267,5238696,4448412,3294719,4654428,3282104,3309983,3975695,4027264,4128296
2021-11-06T13:05,4156464,4390094,3180432,2394930,4273975,3629623,4430314,2418802,3154813,3952839,3265957,3853128,3451129,3036076,4071599,5098287,2435320,2556420,3963050,3007940,4513425,3423300,3421129,4270229,3061731,2950894,3364080,4647152,5417092,2812007,3341387,4462691,2719005,3119137,4071307
2021-11-06T13:10,3638675,5168691,4008446,4058021,3563547,2466633,3118785,4342715,3985581,4912546,3025729,2573849,3310006,3933872,4679574,5049852,3429359,4092536,3811509,5449877,3645332,4131562,3085828,5298308,2937386,3628675,4008264,2746562,3966941,2959322,4049848,3774824,3378171,3381845,4210670
2021-11-06T13:15,4497308,4004787,3427278,2434966,5360273,2964035,4108607,3909486,3843293,4087029,2849269,4617912,4735596,4350330,2558640,4186532,3205790,4355609,2662389,2752023,2985629,5322411,3292487,3765959,2476090,3334553,3816942,3490970,2593980,4087013,5480357,4120157,3426829,4066499,5007050
2021-11-06T13:20,3941412,3196416,4463393,2793501,3615849,2750154,3997435,4308135,2736237,3102483,4053846,3788909,4784956,3315518,4210807,3339947,4719736,4088630,3876553,4491850,5065528,3929739,3296337,5416882,2627411,3908479,3203337,3580336,5377474,3082036,3697127,4287368,3756974,2974885,3674658
2021-11-06T13:25,3269256,4167858,3586805,3205732,3192009,3730186,3121238,3448297,3652427,3467523,3553699,4875335,3153655,3645813,3827029,3296903,4126699,4342781,5304048,3346636,2783634,4626239,4874499,4409804,2801490,4864086,4001094,3299103,3585308,5219405,3720012,4992785,2970880,3582718,4785504
2021-11-06T13:30,4400019,3996071,3618731,2302120,3672108,3468256,2868812,2853882,3118968,3748110,3832911,3973905,3933265,4571519,3816115,3551642,4197527,3210619,3700423,3660327,3716381,4647611,2213102,3495004,2060822,5147298,4070646,3231201,1739554,3618763,4633556,2353804,4365626,3399598,3344686
2021-11-06T13:35,3073412,3998245,4009829,3522984,4429645,3027003,2924272,2292031,4849872,3214770,3502884,3087655,5367490,3459436,2884089,4322559,3775714,2831974,5102752,3317808,3128630,3926857,3698152,4156539,3185983,3319624,2740768,2677194,3930581,4320874,3918551,3408824,3344933,2932143,3719999
2021-11-06T13:40,3930301,4106648,4400021,3679991,5439435,2580383,3418343,4920706,4132230,5972260,3380185,4158591,5527158,3497400,4056279,3073228,4781615,3246803,3393135,2956500,4192328,2227437,3103327,5143880,2400045,3780598,3524780,2563645,3771771,3892405,3524976,3664297,3412782,4391036,4003385
2021-11-06T13:45,5147083,3512964,4597860,3839937,4082379,3789258,4192112,3387933,3485540,3942074,2086296,2792085,4798525,3338245,3280791,4783540,3768547,3772278,3196336,3109699,3157084,4058777,4423165,4919855,3389572,4203154,3680551,3634461,4570784,3839696,3315992,3543308,3092225,3656135,2568464
2021-11-06T13:50,4749913,3261477,3785263,2892898,3940837,4989186,3054529,3577097,4065443,5705302,4581661,2838286,3122159,4071589,4872303,5444300,3185318,3827785,4193666,3014159,4935317,3563569,2467324,3703740,2135008,3363446,5023315,3314137,3064214,3751546,3173611,4935045,3007724,3450894,1995454
2021-11-06T13:55,5079895,4708436,2216170,2646605,3156229,3330615,3694353,2992586,3515353,4606541,3336210,2041851,3922545,2603539,1710561,3996052,3223195,4394156,4329603,3874846,4669557,3133063,3423484,3502736,3280742,4169767,3799037,2598825,3128703,2434232,3728127,4959317,3892512,4480427,3219834
2021-11-06T14:00,2794622,3441144,3794891,4401313,4497232,2124646,3217054,3924274,3393917,4156788,4014662,3504367,3953951,4256184,3263819,4410975,5157604,2650437,3789164,3707887,3230186,4046961,3613350,4377474,2918878,2328128,4061968,3091757,4172898,3976031,3974379,3610250,2027661,3879644,3858929
2021-11-06T14:05,5485761,2855947,5624946,4310273,4393227,3675705,4468010,3247031,3633403,3930925,3114200,3540279,3626326,2204932,3191263,4105892,4951900,3699035,2926483,4177786,3196359,3803379,2455286,3417947,2829318,3757831,3841833,2192908,3005734,3894361,2760168,3108841,2637488,3264203,3464375
2021-11-06T14:10,3360938,4300482,3570438,2779228,3025319,3673233,2641932,2409185,4711145,4480479,3195881,3880812,3698153,3575714,2556528,4484494,3067421,4412071,3932390,3885202,5230893,4668026,4325480,2449153,4245207,3954909,3413276,4705810,1956026,2832100,2589283,4600677,3179305,3892864,3087249
2021-11-06T14:15,4039871,4317459,3281693,4078788,3598934,3411737,4520121,4593965,2053329,3661128,3607230,2983938,2866493,3499701,4640402,3585867,1758011,4696450,4471388,4425778,3702925,2333363,2986197,3798062,3352167,3804717,2788098,4114248,3184082,3504807,3417269,3203387,3003819,4137251,4690464
2021-11-06T14:20,4127427,3820302,3054731,3875105,4419673,2322098,2640560,2059994,3635203,3673327,3637157,5712668,3740527,3608111,4485140,3992685,5761597,6301291,3201041,3131487,4156419,4078480,3108169,4277643,2317843,3531084,2692197,2113915,4039264,3911335,3148640,2648664,4248281,2848843,3996709
2021-11-06T14:25,2745324,3691242,3200244,3850381,3613057,2307942,3812392,3430737,4479242,4393926,1903693,4212155,3846738,5247110,2904825,4464781,3798502,4383385,2979130,3740042,4358167,4401639,3216909,4921971,3872431,3377182,3931697,2202893,4124715,5252983,3206313,4418760,3156555,3383774,3541919
2021-11-06T14:30,3981818,2751003,2222580,3340160,5150707,3601283,2941420,3057224,5727538,3748329,4309422,4100321,4449043,5136894,2684338,3036647,4199385,4927213,5576628,4277653,3481634,3814732,2682488,4136501,3297089,3487644,3635528,4791242,3491433,3729312,4642333,3068484,3235868,3089516,2513659
2021-11-06T14:35,3068373,3971222,3775015,3729574,3738068,3940523,4368283,3642865,3321340,3005939,3123485,3750219,3101275,3816207,3736581,3445591,4556977,4534656,3754837,3335858,3496390,4485846,2950008,4489023,4047854,3798233,2992143,3824107,3726020,3911936,3655532,3887487,2774924,4333344,4581296
2021-11-06T14:40,2752662,4346280,3426814,3297966,4507899,2824891,1605954,3440773,3219682,3000377,2273379,4593039,3907070,4417957,3387525,3521540,3202284,3307301,4526385,3138344,4157822,3521344,3541085,4021688,3303012,3599710,2905647,3552408,3820492,4942615,2981720,4682230,2739832,3548436,4580263
2021-11-06T14:45,3055485,3879051,3749057,2739493,4243552,3237999,3433434,2856351,3871546,3584665,3169669,5292419,3901994,3750934,4104366,4621792,3166551,4498926,4359711,3941651,4891202,4239766,3844513,3685991,4104175,3474841,4595262,4142253,4817981,4472283,2976285,3153782,4484924,2778432,3418931
2021-11-06T14:50,4002419,3197674,3887726,2555180,2365499,3082078,4071654,4279313,4883206,4422427,4673201,3551120,2909047,2677524,3242822,4131134,3241065,2965993,3985555,2667435,3653854,4363416,3622905,3333942,3147240,4390824,3332455,3846143,4533966,4126232,3903826,3979869,3139525,3380053,3606817
2021-11-06T14:55,3453870,3033516,2590612,3651835,3306609,2612479,4520776,4170638,3031209,4749764,3065791,4693569,3058416,3028480,3497098,4312037,5266257,3170397,3751098,2204672,3834217,3045629,3265355,3385470,3094951,3565904,2066054,4126454,2919584,3779089,5493033,4114612,3214891,3337622,3858122
2021-11-06T15:00,3437210,4957417,2343434,2420479,3207812,4217395,2452301,2392581,3161320,3819688,3275111,3725458,3860953,4050524,4116904,4793710,4005376,2762539,4197000,3514943,5547935,3065248,4521245,4473231,3169259,3880759,3197957,2478015,2208736,3736223,3292046,4052112,3162276,3228048,3258450
2021-11-06T15:05,3258385,3476927,4564526,3388788,3885210,2879946,3065682,4923922,2975534,5644668,3275158,3346295,3536622,4201343,4635249,3877797,3940734,3111732,4846942,2960803,1654423,4932086,3211798,3210054,3711816,4183952,3800247,3477628,3084283,4531349,4315505,3377456,3175680,3245597,2858141
2021-11-06T15:10,4484861,5155279,3633333,3618578,3955227,3879139,3964119,3180681,3315018,4083211,3021599,3656273,4117936,2542451,2642527,4182447,3673414,4613413,3934848,2029955,4655277,3489737,3644822,5013340,2478944,3617290,2555072,2978937,3729821,4293253,4193115,2771995,2467000,3226001,3910919
2021-11-06T15:15,2550582,3748254,4579327,3296819,4167917,3196056,4191209,3213747,3087096,5405625,4502951,4339687,3729488,3120128,3329864,5258776,3175684,3050000,4536552,3116624,2679645,5177974,3335192,4597821,4680311,4815867,2535113,2181795,3543626,4039931,4096234,4836367,2674130,3389450,2951154
2021-11-06T15:20,2886626,5252559,2814543,2244165,3323482,3479532,4238135,3035831,2788017,5642315,2299102,2409716,3247479,5235653,3319735,4108483,3921900,2402424,3972351,4132269,3330547,2552315,3967772,4042692,3602648,4223145,2752034,3223670,2776789,3227179,5370545,3992317,3142305,2347799,1968118
2021-11-06T15:25,4839016,4744529,3006398,3034079,3589044,2216237,2848615,2811718,3710022,4306201,4979938,2586722,3854650,4305244,3235040,4386602,3841529,3664222,4964213,4038262,4140795,2603491,2985845,4363664,2667834,3188758,2714343,4250418,3774510,4461555,3986070,4119960,2786390,3557082,3916671
2021-11-06T15:30,3527474,3055547,3647088,4084316,5709805,1846707,3649569,3333536,3568160,3491713,3020131,2832699,3563709,3703152,3938429,3369858,3846192,3541775,3481701,3070286,3233042,3659355,3201851,3873066,4002268,3558013,3917078,4182904,4337172,4559799,5488574,4453703,4134100,2975918,3566201
2021-11-06T15:35,2701589,4775329,3943593,3570221,3660949,2897815,2823280,3962895,5041736,4871884,4454556,3250204,3431678,2839465,3983151,2987949,4009936,3809177,5069970,3507425,2942341,4546551,2868555,2350406,4157914,5206307,2186102,3579698,4253267,3291249,4479393,3417977,3192100,4103822,3396244
2021-11-06T15:40,3934504,4712251,3755441,1661234,3447548,3226365,3368984,3387497,4250654,3366406,2658479,4193048,3730726,2863232,2747572,4647886,3138289,2339120,4261301,2932589,3750784,3638250,4288597,5447014,2498593,4397649,3700178,3701753,4115851,4189171,4504495,3491621,3314493,4239099,3673984
2021-11-06T15:45,3118713,3877215,3457885,4121810,3902563,3309868,2708995,3823838,3262293,4295994,2951322,2980448,2939229,3517390,3707315,3863585,2414534,2525596,3656086,3451637,2746424,3471815,4415864,4981773,4583030,3995677,2748709,3773974,4042827,5619237,3150544,3823946,3249026,2498556,5600776
2021-11-06T15:50,3048355,3319171,3621547,3312830,4512122,3777361,3814181,4697912,5429590,4129414,2182152,3149141,5232632,3015709,4133486,3230545,4065777,3353658,5105053,4930193,3291109,2774401,4164900,3591023,3791467,3792249,3181133,3590778,3512555,3967032,4463923,3780071,3037581,4405604,4170042
2021-11-06T15:55,3580724,3684202,4048772,4558448,3130344,2377689,2674604,2571612,4356486,3640673,3163135,3671412,2499642,3353168,3155471,3465797,2388856,3904778,3417527,2611509,2958985,3448199,3783414,4110889,3592123,3884441,3843333,3145964,3436471,3207888,2522834,3920475,2270786,2716623,3504163
2021-11-06T16:00,5542764,3248534,2876934,3652742,3406473,3902260,3748723,3967110,4667997,3328442,2913000,4480772,3429039,3523607,3039352,4367164,3511668,3858793,4417928,3638376,3267036,3623899,3957582,3932620,2972323,4086498,3365123,3215533,3740033,4144648,4051922,5301953,1998621,2693582,2996553
2021-11-06T16:05,3144266,4418469,3501549,2289112,5481639,2098036,4425601,3770346,4242228,5440687,2852949,2226819,2919686,3212775,4083199,3367485,4846041,5871722,2945499,3780449,3787363,4305490,3416133,4145405,3622410,2813374,3871396,3799126,2089142,4736869,2983044,3774267,4148914,2971748,3032231
2021-11-06T16:10,3741219,4407253,3552623,2221707,3091484,2680340,3207112,3680470,2275315,3200495,3255456,2923998,5303263,4096944,3244441,3936612,2928109,3351967,4349000,2847128,3752531,3174957,2858904,4267071,3161920,4288965,4015609,3029936,4420154,4987994,3977471,4356424,4474667,4149846,3761973
