mtime,AG,AH,AK,BR,BY,DG,DK,DZ,FH,FX,G,GR,GX,HI,HP,HQ,JN,JW,LQ,LR,MR,MV,OR,OT,OW,PS,PV,QZ,S,SZ,TW,UV,UX,UY,WY
2021-11-04T12:20,3764710,2217122,3620821,3547384,4922109,2476952,3966795,4724992,3831579,2117201,4887730,4386865,3787272,3114892,3881263,4220386,3680996,2957545,3835535,3141385,2999223,3736645,3534978,3905500,4517391,4311429,3728819,3572104,3385900,2540237,2717871,3836305,3638633,4307060,3948089
2021-11-04T12:25,2382576,3979336,3018159,3256719,4651647,2646957,4620037,4964088,2950786,2831247,4484529,3285636,4532741,3936843,3241394,3836510,3995318,5036076,4169814,3793268,4020616,4809502,3049493,3112686,2497281,3618917,3334215,3235231,3749069,4148314,4856391,2661883,4051489,3513811,3217116
2021-11-04T12:30,6027954,2054636,3051400,2785204,3484514,2483665,4516958,3892557,3142401,2610187,4425837,3038551,3045219,3871687,2635753,3864935,3934555,1384760,3254812,3861074,2646388,3451717,2998530,2444842,3844337,4136387,4537040,3421921,5217460,3205227,4345654,4007910,3390865,3321247,2299417
2021-11-04T12:35,3447244,3958106,4665940,5715479,2814947,3120799,4524677,3826259,4946478,3633173,3332619,3093738,3817353,2913232,4716023,4335984,3846930,4589651,1947862,4382172,4050918,4785626,3177503,2958707,3971626,3691109,3923557,2736917,4611317,3625865,4213134,3294301,4882722,3609613,4002588
2021-11-04T12:40,4838367,3674862,3617935,3491614,3073633,2556807,4546013,3707973,4543882,4218064,3621639,3201089,3380732,3933923,4072800,3836740,3550579,3082301,2988648,3926581,4065291,3095537,2252586,4004536,4083505,2481213,4833625,4842985,5236929,2966530,3248684,3895472,3812623,3503201,4090130
2021-11-04T12:45,2079941,1441894,3994338,3123974,3904879,3608437,3103534,3497214,2743733,3224236,2685006,4688017,3365399,4489967,4558706,3495587,3984029,3525542,3460318,3762866,3467282,4348057,3904902,4670884,4601648,3407880,3946979,4011215,4946652,4189974,3670581,3463738,3358540,3086984,4942877
2021-11-04T12:50,2981530,2360162,2829650,4554204,3745310,2979658,4100752,4181353,4496671,4542223,2810866,3701842,4656972,3803510,4017871,3947869,5046868,4215017,3826789,4932668,3001774,3587661,3751912,3186650,3584772,3774964,3953015,2489391,3217622,2071644,4396577,5262270,2121893,3268475,3733973
2021-11-04T12:55,2331582,2289179,3356624,4090399,4294355,2553451,4157701,4258838,4377804,3347296,2548659,3052745,4290505,2835011,2802070,4114630,4528492,3895255,5018971,3776003,3027326,3639561,2425833,2230329,4608824,3079408,4627807,2479241,3079653,2884064,3593234,3129359,2971744,3334136,4066460
2021-11-04T13:00,4544196,3004472,4385407,3447321,2357180,2093523,5257927,3815420,3632481,3662894,3055262,4073899,3439349,3777382,3590163,2614256,3828645,4243038,4254320,3438403,3253092,3857035,3010976,3540624,3991219,3441756,4447793,3374307,4280540,4202328,3521668,3765382,2968953,4425700,4493938
2021-11-04T13:05,3751238,3385885,2593534,3224194,3093274,2470704,3275106,3800076,2618582,2536924,3255346,2316475,4297687,3253675,3896242,4167900,3386418,4930082,4800126,3208216,3788943,3533308,2667595,1896093,4809480,3079419,4483073,1874012,2970770,2538270,4844495,3565474,4215736,4045701,3544183
2021-11-04T13:10,4566714,2566378,5059832,4047187,2710995,3266396,4509108,5393462,2098389,3852600,3442704,4395547,3000838,4713734,3468134,4319604,4082269,3257114,5043062,3918121,3914180,4431658,4116136,2844235,4470851,3824778,5034712,3875804,4662613,2181536,4298702,4302512,4052374,3245094,3600380
2021-11-04T13:15,4286561,3498213,3025605,4459386,3849359,3107283,4085012,2886504,2947340,3319026,4193142,2821298,3335445,3113590,3091574,4468609,3792010,3721468,4210667,3704705,3105816,5107775,3266481,4062499,3760125,3754321,4226129,3701641,4940092,3108497,3753374,3181881,3213732,2683459,3426783
2021-11-04T13:20,4912959,3332989,2507554,3175280,4241639,2904877,3534334,4564397,2245630,4599872,3817125,2948164,3006335,3546348,4820705,4177054,5121758,5154024,2592967,2951363,2616567,4351378,2489018,3606679,3211398,2859186,4338866,4245926,3621427,2765202,2599391,3122774,4811657,3036471,5935208
2021-11-04T13:25,3794965,2845758,4813334,4781112,2596183,2825353,4165853,5427821,2871140,3152559,4543215,5111662,4215054,3822938,3183328,4195872,3376180,3215393,3178873,4619079,4851514,3401225,3665524,2622182,4464335,3057091,5022571,4304253,3631425,2557395,3031720,3016467,3402060,3327566,3426202
2021-11-04T13:30,2181874,3495582,3473867,4397728,3582636,3288256,3236444,2518766,4399731,3470534,2960286,4151114,4479980,3538542,6086892,3465120,4305387,3568804,5902605,3276706,3401779,2795777,3346216,3820126,3849548,3328592,5277182,1977500,3988980,3650024,4121697,4488268,3304016,3541730,4442262
2021-11-04T13:35,3981500,2192049,4338851,3669104,4149703,2639284,3354090,4555878,3995614,3521855,4771146,4147330,3409254,3808925,3131727,2799769,4903139,2879186,4174711,4418821,4270696,3901058,3052338,3348999,4202708,4024121,3123163,3902229,3345878,2602910,2516359,2524155,4206508,3135316,3658369
2021-11-04T13:40,4713680,2704286,2789267,3046947,5021145,3480864,3631616,3557178,4094497,3555537,3956349,4282856,5036264,4188587,3581304,4012648,3665246,3888911,3618820,3929387,3693881,3542323,3234652,4687095,4845540,3137770,4760765,2863791,3841492,3671811,3495888,2819628,3503089,4511077,4148649
2021-11-04T13:45,5027029,2638045,4813690,4494181,4865990,2635238,6211965,5634001,4294314,3562083,3944819,4228955,3926898,2186534,3556738,4860602,3352017,4186641,4548369,5375336,4184405,4460292,4222365,4148158,3924164,3430407,4371326,2278817,4120564,4058777,3220501,3001089,2985182,2791398,3811489
2021-11-04T13:50,4550757,2880954,2872730,2126667,3570886,3720686,3199919,3485798,3121829,3848136,2805197,5281952,3970321,4852794,1858150,3869756,3311374,3896118,3368651,4341287,2321466,3642091,2004075,3964702,2808272,3862923,3794123,2626975,4255992,2619542,4575094,3427017,3697986,2870212,3658689
2021-11-04T13:55,4720312,2843604,3838474,2772064,3194393,3573316,4226288,3602757,4684663,2722061,3907726,2663521,4110824,4838975,4566313,3658531,4059040,2609465,3375953,4484752,3455484,4385756,2927390,3063544,4456126,4862940,4208743,4017293,3401936,4488312,5511928,3044152,4091115,4919205,6304040
2021-11-04T14:00,3552143,5232284,4424681,3627344,3661562,2575360,3940588,3685411,3714764,2654769,3864619,6022718,5679309,3680758,4366367,3755005,4412497,4499908,3295376,3118649,2116800,3040903,3882137,2885464,3352251,3312644,5267604,2977461,5095812,3037278,3797705,3776968,4170682,3105121,3359446
2021-11-04T14:05,5878191,3005445,3927301,4846965,3598401,3147881,4787106,4118526,3811266,2582630,3245901,3949337,3500536,3679321,2645315,2390781,4887480,4398209,3519520,3487019,3753045,4327033,2471530,3244217,4067377,3627008,3997221,2384825,4693493,3193886,3284595,3337780,3275299,3500670,4345853
2021-11-04T14:10,3892376,1704557,2361307,4864774,4253225,3587213,4887240,3348348,3048676,3322360,3861854,4276097,4598027,2361810,4965167,2715465,3627580,3474262,4049320,2725791,3249220,4001046,4811147,2962849,4152244,2796558,5827190,3277773,4325111,2591531,3698761,4306789,3860110,4574302,4162997
2021-11-04T14:15,4333446,2865356,3276840,4116529,4530351,2974174,5036931,4337479,3900598,1922735,3997550,2952730,4005800,3477176,2412054,4045857,4420109,3441331,4279965,3769165,4882373,3918305,2769607,3221654,4450927,4330385,5024666,3100888,4219180,2652433,3460566,3719976,4100700,3935293,4952508
2021-11-04T14:20,5953885,2564142,3932545,2711365,3269688,3164960,4871112,4886544,3898916,2607168,4872053,2240386,3324992,3076218,4801471,4233995,4519594,5075500,3739454,4413746,3951698,4031993,2674485,2716214,3415579,5099753,4154021,3049318,3944638,3484516,4524151,2759172,4037595,4143251,4252320
2021-11-04T14:25,3380826,2057105,2501718,4706687,4349254,3680841,4494906,4023240,4295275,4113027,3870917,2401888,2864835,3112218,3016241,4035690,3220496,4214900,3916894,3510883,3601279,2377188,3061865,3027695,3621406,3662104,4082422,3812032,3700598,3526969,2555356,3599220,3234858,4487019,3864143
2021-11-04T14:30,5449232,4045457,2622227,3580155,3061006,2228250,4343018,3838244,3543459,3134597,2407304,5005707,2143644,3006311,4309029,3609610,5154544,4310658,5478501,3769793,4541366,2609112,4080859,4158472,3716507,2210360,4059569,3367054,4788000,3086371,3182334,3635434,4004648,4566555,4989248
2021-11-04T14:35,4845866,3731191,2404640,3359861,4198330,2931810,4989664,5199753,4133149,3909877,2867338,3615745,2977329,4395473,2564478,3873571,2886852,3214835,3169102,3793859,3346317,4510406,2392727,3610043,2498347,2890123,4720882,2925551,2993040,4751760,3088930,3223773,4055884,3129303,4391568
2021-11-04T14:40,6216057,3748875,3768373,4169964,4560447,3447422,4577748,4810953,3168093,3707258,3566515,3158820,4049831,3912762,3407588,4088487,4230649,4236317,4576593,3020837,2960040,4941904,2956445,3113318,4379413,3945690,3238326,3680272,4946170,3284905,4231350,3462677,3860642,3797007,3519769
2021-11-04T14:45,4589901,3001708,3971289,4658103,3435691,3048841,5798327,5070823,4118724,3700046,3454314,4427240,4555470,3167843,4044553,3763834,2127101,4161224,3343579,4276966,4094524,3118862,3822778,3992996,4338442,3760118,3787645,2786063,3237649,1795090,4095824,3739583,5473801,4081542,5313750
2021-11-04T14:50,3907843,3307321,4167403,3281418,4402617,2230473,4993973,3783948,4022739,4033996,3869376,3655344,3850122,3544928,3923911,4842928,3813480,4505982,4701225,4297256,3387496,4770727,2758904,3472517,4018996,3448810,4941411,4054511,4306306,2573980,2899847,2930307,4393557,3560933,3234025
2021-11-04T14:55,3400807,3066108,3387874,2170704,4525405,3234263,4957855,3697885,4649242,2531669,4277927,3275590,3601992,3791249,3075110,4213116,5307190,2751611,3728120,2267843,3148652,5036364,3673728,3305082,3213999,4269909,5903948,3587192,5015063,2813423,4138378,2640787,3949396,3002225,3451141
2021-11-04T15:00,3747361,3930564,2955949,2798734,3614579,2258463,4858400,3924631,4570714,4467668,4492464,4056091,3497430,5413343,4417566,3312916,4045631,4260529,4296909,3124876,3996871,4721085,2709261,1916704,3998578,3067798,4399901,3867401,4749665,1638219,3335728,3458593,3845830,4151321,3258399
2021-11-04T15:05,3261129,3367184,3380096,3456983,4178120,3028394,4194930,4659327,3228192,3987232,2662735,3237395,5231266,3949550,3937791,3850844,3598293,4872884,4672759,3776153,3410861,3615640,2475919,4397929,4602410,3082958,4733671,3393811,3774233,3191244,3184202,3444010,3573297,2845995,2664279
2021-11-04T15:10,3775029,2367110,3591980,2974269,3020782,1585035,3860956,3980128,4813690,3242145,4910168,4699184,2788331,3370032,3991384,4155944,3082596,3938613,4057832,4933010,3116203,3856024,2976034,3680141,4641882,3890431,6607635,3480418,2807377,2658079,3585732,3580104,3926542,3622690,3329025
2021-11-04T15:15,4653721,2489567,3196983,2101371,4742108,3301371,4490665,4017459,5193227,3508616,3420032,4116224,5240733,3890743,4061425,4191091,5216204,3438052,4176393,3778237,3392612,3522515,3318417,2836728,3906488,4154872,4357673,2762965,3344427,3524379,4258102,3002681,4762191,3749427,3995841
2021-11-04T15:20,2863190,2332329,3533660,2795852,4131988,2892711,3903652,5345694,4224599,2812341,3062393,5060261,4346564,4113207,3609812,2899122,4693704,3025399,4862429,4592645,3489032,3771109,2082656,3262644,5771054,2929369,3782641,3483804,3849972,3330360,3713349,4607511,3755994,5103074,3376055
2021-11-04T15:25,3306195,3300621,4729337,4593423,3406083,3800807,3833958,2404374,4054031,3444955,3701563,3641977,3810644,4246865,4616062,2932713,3544448,3799631,4831031,3494855,3717624,4140276,3220162,2738652,4481096,2595654,3766022,3289927,4114273,3251585,4285626,3903350,3729377,3730291,5575011
2021-11-04T15:30,3125701,3858312,3002745,3115037,4025058,4286481,4189241,4702799,2309572,4134247,2566647,4803792,3531875,3616431,3287234,3523244,3372775,3755004,3371226,3716707,3252206,3249975,2376300,4285703,1409365,3848650,3890204,3855776,4487494,4082279,2993930,3600312,3541987,4241085,5037027
2021-11-04T15:35,3801945,2890373,4375464,2332873,3093767,2982856,4271445,4266037,2560892,4411747,3315409,4277169,4459687,2659026,3607878,4187137,4853301,4206420,3982127,4178371,3104963,4720811,3228932,2139290,4482683,4052904,3574077,3474262,5126760,2864846,4138480,5430641,4720088,4433548,2829270
2021-11-04T15:40,4115591,3698258,3821075,3649295,4631401,3018771,4966092,4036797,2761397,2872416,3631620,3533977,4951905,4285074,3482393,3786937,4110598,3582888,3851324,3954704,2622327,4421871,2621194,2847321,3684652,3761532,4687713,2722625,4223539,3384193,2806242,4091085,3490221,4499420,6563614
2021-11-04T15:45,3272160,2588781,4328924,3144062,4228405,3978004,5267722,4577802,2656217,2099969,4045420,3668586,3055076,3338807,4741141,4282698,1563351,4448346,3582176,4764355,4585143,3804969,2846199,4367324,4182727,3489530,3410293,2277097,3930323,1549782,3664216,2909370,4663662,4576812,5242868
2021-11-04T15:50,3150378,4348998,3386238,4256843,3823147,3326359,3277868,3977792,3175413,3184849,6841789,3392350,2325148,3908381,4279879,4170499,4805974,2492517,5129104,4582605,2628735,4503361,3451614,3948983,4867151,2971445,4104768,3108885,3770628,3847899,3075516,4053583,4001495,4061462,2991169
2021-11-04T15:55,3563437,3249495,4314499,3118807,2134735,3903114,3584901,2821563,3132499,4224710,3311155,2864551,3724935,3107575,3732864,3886039,4666047,4051271,4329334,4444882,3299743,3356405,3844675,4075374,3518986,2564379,4247804,3604473,3957794,3508746,3241885,3706794,3418600,4377772,3334738
2021-11-04T16:00,3386752,3854687,3860700,2494959,4312327,2753325,3615511,3834787,4615623,4294802,3539047,3228254,4081779,3882875,4022058,3945873,3294480,3139012,4101874,2932104,4702080,3979381,4569571,4081196,4881250,3466962,3641813,5456090,3360988,3039436,3401849,3408934,4019969,3480570,2836048
2021-11-04T16:05,4309960,2909399,3661060,3563928,3343947,3456496,4415221,2775141,3550735,4654403,4876462,1936070,4049599,5033768,2843343,2748842,3458741,4635310,3087570,3739484,4840753,3031977,3598521,2682219,3633686,3863736,4873182,2781488,4073795,3665288,3700776,5000130,3256705,4133295,3765768
2021-11-04T16:10,5391887,2908674,2784796,3322174,3521206,2988717,4305312,3603269,3995749,5363248,3494738,3890943,5392018,4052836,3793036,3829575,3492558,4025243,4018003,4418805,4152375,4244911,3828519,2626453,3563807,3065571,3664677,3046597,2992733,3736157,4424693,4533775,4416329,3694389,3509024
2021-11-04T16:15,2643433,2494335,3377681,4707079,3740153,2596668,3437145,4796265,4826242,3170321,3983585,4213488,3210202,3424808,3450077,3918324,4452870,3631838,5133629,4094403,2445563,4183064,4783786,3162156,4781099,4339852,5435698,4091309,4012854,2654195,2660808,4138895,3477405,3602365,6205738
2021-11-04T16:20,4011768,4686451,2897723,3527190,4924797,2671929,4858431,3712145,1764972,3178385,4053010,4201671,4581835,4957088,4496746,3544468,4685196,3745986,3713699,5223585,4160708,4540655,3207124,2637287,3645587,2768125,3982864,3982486,3896261,3621547,3266865,4267455,4868027,3680949,3169829
2021-11-04T16:25,5582355,3413585,2498890,4485950,4392855,3746799,4363165,5016499,4648164,2570602,3682482,3704941,3956325,3001197,3528588,3246655,4796540,4373382,3363024,3495080,3715711,5419004,2305142,3149823,2837006,3389567,3856894,2936478,3936336,3245924,3763973,4182723,3203235,2394999,3862285
2021-11-04T16:30,4793384,3324500,3270970,3963361,3353525,2917215,4852622,3867735,3639343,3161747,3793700,2735328,3617200,3496508,3631136,3705318,3182514,3223340,3210829,3119044,4824877,3415135,3343497,5044352,3843982,3553909,2488953,3081876,3819250,3452369,3516981,3184212,3434187,2870109,3464075
2021-11-04T16:35,3553416,2527647,5266513,3601445,3763413,3481544,3514361,2820897,4349277,2641439,2951062,3441824,4214725,3359831,4046184,2948134,4626991,3746961,3607170,4038046,3221305,3121585,2465077,3545658,4546531,3519787,4001056,3821681,3308177,3889710,3878224,4180034,5446215,4137659,3640296
2021-11-04T16:40,4077268,1911961,3442891,3451784,3515182,2665475,4576494,3867029,4644713,3201744,4388996,2787184,3648041,2686526,5056226,3869898,4346353,4932755,2941107,2593379,3269745,3535123,3430886,2703921,5301980,3168144,3974073,2607009,3723339,3098692,4002755,4299279,3138776,3694981,2640169
2021-11-04T16:45,2943630,3612333,3390450,3814551,3134898,2890823,5023237,6193184,3586856,3094370,4307625,3484126,3295558,4410612,3538213,4294785,5354741,4432529,5945236,3766052,2702166,3364708,3466671,2676304,4217179,3394035,5592389,3443734,3766290,2310959,3198299,4294600,3636958,3090128,4279603
2021-11-04T16:50,2735115,3486094,3920147,4202753,2634536,3251196,4087676,3618037,3599680,2640888,3285926,4443049,5336441,3812823,5039153,5524735,5554495,3627729,2953462,3779184,2796040,4728820,3256164,3216067,4432446,2988767,5693356,2250239,4501120,3846044,2974841,2897137,2384479,3968456,3848568
2021-11-04T16:55,4516932,4108491,3238314,2842990,2775669,3638681,4048217,3547359,2365198,2434365,2749088,3547320,4255717,3899933,4456626,4171548,3615581,3537605,3720484,3020449,3661078,4011874,4349835,3162319,3776365,2920267,4678712,3182321,3221398,2345011,3934172,3636033,3848177,5261172,3303618
2021-11-04T17:00,2677123,2449103,3692123,3625907,2954447,3917402,4702577,4973924,3609184,3975912,3907568,2458086,4550544,3737846,3152628,3891206,4195507,3708695,5029687,3505429,3780944,3547276,3057435,3229447,4499197,3241256,4278099,3608907,3390523,3468119,2859513,3244070,4486651,3279045,3583464
2021-11-04T17:05,4689498,3725248,3153177,3822991,2377199,2595123,5046047,3776856,3643964,4338126,3447419,4772057,4173369,3041083,3895186,3796225,3323488,3307119,3517968,5651988,3026895,2906377,2507671,3090387,3884868,3797781,3462636,2944835,3355654,3448163,4397608,3737697,3631007,4365728,3282604
2021-11-04T17:10,4174836,4559260,2825084,3678809,5444202,1864488,3752693,3851630,4020553,3061753,4615383,3306675,5106763,4371872,4809541,3237444,4720888,3460906,3486281,3475862,2445451,4291327,4466626,3108764,3959690,2736742,4762495,3051310,3715037,2720375,4365921,3348372,4981590,3828065,4236031
2021-11-04T17:15,4721960,3341604,3523070,3518126,4142800,2578414,4385801,3694246,4330618,3864809,3636868,3814808,4649689,2748546,4567578,3399545,3089608,3647775,3974309,4701643,4160044,3041150,3164644,2530160,4648667,5100698,3095684,3197109,3544552,2849362,2870748,3492161,3963168,2360055,4774353
2021-11-04T17:20,6327744,4153273,2437974,3208089,3870213,2371564,5967855,5090690,5251716,3084546,5089703,2823669,3801616,4003040,3848005,3174922,4133551,3802067,2975209,2841816,3277314,2644009,3851839,3332614,4071581,4295009,3873244,3571680,3646537,3278040,4504227,3925085,3892469,3342030,5036079
